INI_SIGN_MONTH,INI_CONTRACT_TYPE,CONTRACT1_TYPE,CONTRACT2_TYPE,CONTRACT3_TYPE,CONTRACTS,CONTRACTS_GR,DUR_INI_FIRST,DUR_INI_SECOND,DUR_INI_THIRD,DUR_FIRST_SECOND,DUR_FIRST_THIRD,DUR_SECOND_THIRD,CLIENTS
2021-07-01,CD,CD,CD,NC,2,2,25.0,28.0,,3.0,,,2
2021-07-01,CD,CD,CC,NC,2,2,39.0,39.0,,0.0,,,1
2021-07-01,CD,CD,CC,CD,5,3+,4.0,10.0,24.0,6.0,20.0,14.0,1
2021-07-01,TW,HPL,TW,NC,2,2,35.0,35.0,,0.0,,,1
2021-07-01,CD,CD,CD,CD,5,3+,7.0,12.0,26.0,5.0,19.0,14.0,1
2021-07-01,CD,TW,CC,NC,2,2,4.0,19.0,,15.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,18.0,37.0,,19.0,,,4
2021-07-01,CD,CD,CL,NC,2,2,2.0,13.0,,11.0,,,1
2021-07-01,CL,CL,CC,CL,3,3,15.0,21.0,37.0,6.0,22.0,16.0,1
2021-07-01,CD,CC,CD,CL,3,3,0.0,12.0,15.0,12.0,15.0,3.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,37.0,39.0,32.0,34.0,2.0,1
2021-07-01,TW,CD,NC,NC,1,1,39.0,,,,,,2
2021-07-01,CD,CD,CC,NC,2,2,13.0,30.0,,17.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,8.0,32.0,,24.0,,,6
2021-07-01,CD,CD,CD,NC,2,2,9.0,35.0,,26.0,,,4
2021-07-01,CD,CD,CD,CD,3,3,12.0,22.0,24.0,10.0,12.0,2.0,1
2021-07-01,CL,CL,CL,NC,2,2,12.0,16.0,,4.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,3.0,20.0,,17.0,,,1
2021-07-01,CD,CD,CD,NC,2,2,1.0,28.0,,27.0,,,1
2021-07-01,CD,CD,CL,CD,4,3+,6.0,9.0,12.0,3.0,6.0,3.0,1
2021-07-01,CL,CL,CL,NC,2,2,17.0,29.0,,12.0,,,2
2021-07-01,CD,CD,CD,NC,2,2,2.0,5.0,,3.0,,,3
2021-07-01,CD,CD,CD,CD,3,3,14.0,34.0,36.0,20.0,22.0,2.0,1
2021-07-01,CD,CD,CD,CD,3,3,4.0,24.0,35.0,20.0,31.0,11.0,1
2021-07-01,CD,CD,CD,CD,5,3+,7.0,14.0,18.0,7.0,11.0,4.0,1
2021-07-01,CD,CD,HPL,NC,2,2,11.0,30.0,,19.0,,,1
2021-07-01,CD,CL,CL,NC,2,2,14.0,17.0,,3.0,,,1
2021-07-01,CL,CD,NC,NC,1,1,14.0,,,,,,6
2021-07-01,CD,TW,CC,NC,2,2,7.0,7.0,,0.0,,,1
2021-07-01,CL,CD,CD,CD,5,3+,8.0,10.0,25.0,2.0,17.0,15.0,1
2021-07-01,CD,CD,CD,CD,3,3,11.0,19.0,35.0,8.0,24.0,16.0,1
2021-07-01,CD,CD,CD,CD,3,3,7.0,18.0,36.0,11.0,29.0,18.0,1
2021-07-01,CD,CD,CD,CD,3,3,2.0,13.0,30.0,11.0,28.0,17.0,1
2021-07-01,CD,CC,CL,CD,3,3,7.0,23.0,34.0,16.0,27.0,11.0,1
2021-07-01,CD,CD,TW,NC,2,2,13.0,27.0,,14.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,13.0,28.0,38.0,15.0,25.0,10.0,1
2021-07-01,CD,CD,TW,NC,2,2,4.0,16.0,,12.0,,,1
2021-07-01,CD,CC,NC,NC,1,1,19.0,,,,,,6
2021-07-01,CD,CL,CL,CD,3,3,17.0,29.0,33.0,12.0,16.0,4.0,1
2021-07-01,CD,CL,HPL,NC,2,2,2.0,25.0,,23.0,,,1
2021-07-01,CD,CD,CL,NC,2,2,17.0,26.0,,9.0,,,2
2021-07-01,CL,CD,NC,NC,1,1,23.0,,,,,,4
2021-07-01,CD,CD,CC,NC,2,2,31.0,31.0,,0.0,,,3
2021-07-01,CD,CD,CD,CC,4,3+,16.0,23.0,25.0,7.0,9.0,2.0,1
2021-07-01,TW,CC,NC,NC,1,1,27.0,,,,,,1
2021-07-01,CD,CD,CD,CD,3,3,6.0,14.0,29.0,8.0,23.0,15.0,1
2021-07-01,CD,CD,CC,NC,2,2,17.0,19.0,,2.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,10.0,18.0,5.0,13.0,8.0,1
2021-07-01,CD,CD,CD,CD,4,3+,5.0,8.0,30.0,3.0,25.0,22.0,1
2021-07-01,CD,CD,CD,CC,6,3+,9.0,13.0,13.0,4.0,4.0,0.0,1
2021-07-01,CD,CD,CD,CC,4,3+,10.0,22.0,36.0,12.0,26.0,14.0,1
2021-07-01,CD,CD,CD,CD,6,3+,6.0,10.0,18.0,4.0,12.0,8.0,1
2021-07-01,CD,CL,CD,NC,2,2,18.0,25.0,,7.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,10.0,26.0,30.0,16.0,20.0,4.0,1
2021-07-01,CD,CD,CD,NC,2,2,21.0,23.0,,2.0,,,1
2021-07-01,CD,CD,CD,CC,3,3,6.0,16.0,16.0,10.0,10.0,0.0,1
2021-07-01,CD,CL,CL,CC,3,3,4.0,16.0,30.0,12.0,26.0,14.0,1
2021-07-01,CD,CD,CD,NC,2,2,26.0,36.0,,10.0,,,3
2021-07-01,CD,CD,CD,NC,2,2,16.0,26.0,,10.0,,,2
2021-07-01,CD,CC,CL,CL,3,3,1.0,3.0,9.0,2.0,8.0,6.0,1
2021-07-01,CD,CD,CD,CD,6,3+,8.0,21.0,22.0,13.0,14.0,1.0,1
2021-07-01,CD,CD,CL,CD,5,3+,22.0,28.0,31.0,6.0,9.0,3.0,1
2021-07-01,CD,CD,CC,NC,2,2,10.0,15.0,,5.0,,,1
2021-07-01,CL,CL,CL,CL,3,3,10.0,18.0,34.0,8.0,24.0,16.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,22.0,31.0,17.0,26.0,9.0,1
2021-07-01,CD,CD,CC,CL,3,3,15.0,22.0,22.0,7.0,7.0,0.0,1
2021-07-01,CD,CD,CD,NC,2,2,16.0,19.0,,3.0,,,1
2021-07-01,CL,CL,CL,NC,2,2,10.0,22.0,,12.0,,,2
2021-07-01,CL,CL,CD,NC,2,2,4.0,25.0,,21.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,6.0,16.0,18.0,10.0,12.0,2.0,1
2021-07-01,CD,TW,CD,NC,2,2,5.0,9.0,,4.0,,,1
2021-07-01,CD,CD,CD,CD,3,3,8.0,23.0,35.0,15.0,27.0,12.0,1
2021-07-01,CD,CD,CL,CL,3,3,3.0,9.0,30.0,6.0,27.0,21.0,1
2021-07-01,CD,CD,CD,CD,3,3,16.0,24.0,31.0,8.0,15.0,7.0,1
2021-07-01,CD,CD,CD,NC,2,2,7.0,29.0,,22.0,,,4
2021-07-01,CD,CD,CD,CD,3,3,17.0,22.0,29.0,5.0,12.0,7.0,1
2021-07-01,CL,CL,CL,CD,4,3+,10.0,27.0,33.0,17.0,23.0,6.0,1
2021-07-01,CD,CD,CD,CD,4,3+,9.0,18.0,22.0,9.0,13.0,4.0,1
2021-07-01,CL,CL,CL,CC,3,3,7.0,16.0,32.0,9.0,25.0,16.0,1
2021-07-01,CL,CL,HPL,NC,2,2,9.0,21.0,,12.0,,,1
2021-05-01,CD,CL,CD,HPL,4,3+,6.0,26.0,38.0,20.0,32.0,12.0,1
2021-05-01,CD,CD,TW,NC,2,2,5.0,5.0,,0.0,,,1
2021-05-01,CD,CD,TW,NC,2,2,5.0,35.0,,30.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,30.0,34.0,37.0,4.0,7.0,3.0,1
2021-06-01,CD,CL,CC,NC,2,2,18.0,29.0,,11.0,,,1
2021-07-01,CD,CL,CL,CL,3,3,6.0,14.0,33.0,8.0,27.0,19.0,1
2021-06-01,CD,CD,CC,NC,2,2,35.0,36.0,,1.0,,,2
2021-06-01,CD,CD,CD,CD,3,3,7.0,34.0,38.0,27.0,31.0,4.0,1
2021-07-01,CD,CD,CC,CD,5,3+,5.0,5.0,12.0,0.0,7.0,7.0,1
2021-07-01,CD,CD,CC,NC,2,2,31.0,36.0,,5.0,,,1
2021-05-01,CD,CD,CD,CD,3,3,7.0,10.0,13.0,3.0,6.0,3.0,1
2021-06-01,CL,CD,CD,CD,3,3,19.0,21.0,34.0,2.0,15.0,13.0,1
2021-05-01,TW,CD,CD,NC,2,2,7.0,14.0,,7.0,,,1
2021-05-01,CD,CD,CD,CD,4,3+,16.0,18.0,23.0,2.0,7.0,5.0,1
2021-05-01,CC,CC,TW,NC,2,2,16.0,34.0,,18.0,,,1
2021-06-01,CD,CD,CD,CD,6,3+,9.0,15.0,16.0,6.0,7.0,1.0,1
2021-05-01,CD,CD,CD,CD,4,3+,15.0,20.0,27.0,5.0,12.0,7.0,1
2021-07-01,CD,CL,CL,CL,3,3,5.0,32.0,38.0,27.0,33.0,6.0,1
2021-05-01,CD,CC,CD,CL,5,3+,0.0,9.0,22.0,9.0,22.0,13.0,1
2021-05-01,CD,CD,CL,CC,5,3+,2.0,18.0,25.0,16.0,23.0,7.0,1
2021-06-01,CD,CD,CL,NC,2,2,25.0,30.0,,5.0,,,2
2021-07-01,CD,CL,CD,NC,2,2,6.0,33.0,,27.0,,,2
2021-07-01,CD,CD,CD,CL,4,3+,6.0,14.0,14.0,8.0,8.0,0.0,1
2021-05-01,CD,CD,CD,CD,4,3+,10.0,15.0,32.0,5.0,22.0,17.0,1
2021-05-01,TW,CL,CL,CL,3,3,4.0,11.0,16.0,7.0,12.0,5.0,1
2021-05-01,CD,CD,CD,CD,5,3+,0.0,5.0,6.0,5.0,6.0,1.0,1
2021-07-01,CD,CD,CC,NC,2,2,12.0,35.0,,23.0,,,1
2021-05-01,CD,CC,CL,CL,4,3+,0.0,2.0,4.0,2.0,4.0,2.0,1
2021-07-01,CC,CL,CL,CL,3,3,10.0,16.0,34.0,6.0,24.0,18.0,1
2021-06-01,CC,CC,CC,CC,3,3,5.0,6.0,8.0,1.0,3.0,2.0,1
2021-05-01,CD,TW,CD,NC,2,2,26.0,38.0,,12.0,,,1
2021-05-01,CD,CD,TW,CD,5,3+,12.0,20.0,36.0,8.0,24.0,16.0,1
2021-06-01,CD,CD,CD,CD,3,3,10.0,32.0,39.0,22.0,29.0,7.0,1
2021-05-01,CD,CD,CD,CD,4,3+,1.0,8.0,17.0,7.0,16.0,9.0,1
2021-07-01,CD,CD,CD,CC,3,3,7.0,11.0,11.0,4.0,4.0,0.0,1
2021-06-01,CD,CD,CL,CD,7,3+,6.0,10.0,12.0,4.0,6.0,2.0,1
2021-07-01,CD,CL,CD,NC,2,2,4.0,25.0,,21.0,,,1
2021-07-01,CL,CD,CL,CL,5,3+,4.0,16.0,22.0,12.0,18.0,6.0,1
2021-05-01,CD,CD,CD,CD,3,3,1.0,7.0,27.0,6.0,26.0,20.0,2
2021-07-01,CD,CC,CL,NC,2,2,13.0,38.0,,25.0,,,1
2021-06-01,CD,CD,CD,CD,3,3,15.0,29.0,37.0,14.0,22.0,8.0,1
2021-07-01,TW,CD,CL,CL,3,3,5.0,20.0,26.0,15.0,21.0,6.0,1
2021-05-01,CD,CD,CL,NC,2,2,5.0,13.0,,8.0,,,1
2021-05-01,CD,CD,CD,CL,4,3+,20.0,25.0,28.0,5.0,8.0,3.0,1
2021-07-01,CD,CD,CC,CD,3,3,7.0,15.0,16.0,8.0,9.0,1.0,1
2021-07-01,CD,CD,CD,CD,4,3+,8.0,13.0,25.0,5.0,17.0,12.0,1
2021-05-01,CD,CD,CD,CD,3,3,19.0,20.0,23.0,1.0,4.0,3.0,1
2021-05-01,CD,CL,CL,CL,3,3,18.0,29.0,37.0,11.0,19.0,8.0,1
2021-05-01,CD,CD,CD,CD,6,3+,9.0,18.0,23.0,9.0,14.0,5.0,1
2021-05-01,CD,CD,CL,NC,2,2,13.0,20.0,,7.0,,,2
2021-06-01,CD,CD,CD,CD,4,3+,13.0,19.0,23.0,6.0,10.0,4.0,1
2021-06-01,CD,CD,CC,NC,2,2,31.0,31.0,,0.0,,,5
2021-05-01,CD,CL,HPL,CD,3,3,17.0,28.0,30.0,11.0,13.0,2.0,1
2021-07-01,CD,CD,TW,NC,2,2,11.0,29.0,,18.0,,,2
2021-06-01,CD,CC,CC,CL,5,3+,0.0,7.0,7.0,7.0,7.0,0.0,1
2021-05-01,CD,CD,CD,CD,3,3,1.0,24.0,26.0,23.0,25.0,2.0,1
2021-07-01,CL,CL,CL,CL,5,3+,5.0,11.0,20.0,6.0,15.0,9.0,1
2021-07-01,CD,CD,CD,CD,3,3,5.0,14.0,38.0,9.0,33.0,24.0,2
2021-05-01,CD,CL,CC,NC,2,2,24.0,40.0,,16.0,,,1
2021-07-01,CD,TW,CD,CC,3,3,7.0,38.0,38.0,31.0,31.0,0.0,1
2021-07-01,CD,CD,CD,TW,6,3+,21.0,23.0,29.0,2.0,8.0,6.0,1
2021-06-01,CD,CL,CD,CL,3,3,22.0,31.0,33.0,9.0,11.0,2.0,1
2021-05-01,CD,CD,CL,NC,2,2,5.0,37.0,,32.0,,,1
2021-05-01,CD,CD,CD,CD,5,3+,23.0,25.0,28.0,2.0,5.0,3.0,1
2021-05-01,CD,CL,CL,CL,5,3+,9.0,12.0,21.0,3.0,12.0,9.0,1
2021-05-01,CD,CL,CD,CD,7,3+,5.0,11.0,19.0,6.0,14.0,8.0,1
2021-05-01,TW,TW,CC,CL,3,3,11.0,11.0,16.0,0.0,5.0,5.0,1
2021-05-01,CD,CD,CD,CL,4,3+,8.0,17.0,26.0,9.0,18.0,9.0,1
2021-05-01,CD,CD,CC,CD,5,3+,5.0,5.0,11.0,0.0,6.0,6.0,1
2021-05-01,CD,CD,CL,NC,2,2,20.0,38.0,,18.0,,,1
2021-05-01,TW,HPL,NC,NC,1,1,26.0,,,,,,1
2021-05-01,CD,CD,CD,CL,6,3+,7.0,11.0,14.0,4.0,7.0,3.0,1
2021-05-01,CD,CD,CD,HPL,4,3+,18.0,24.0,38.0,6.0,20.0,14.0,1
2021-05-01,CD,CD,CL,CD,4,3+,16.0,18.0,22.0,2.0,6.0,4.0,1
2021-05-01,CD,CD,CD,CD,3,3,6.0,10.0,11.0,4.0,5.0,1.0,1
2021-05-01,CD,CD,TW,NC,2,2,0.0,22.0,,22.0,,,1
2021-05-01,CD,CD,CL,CD,3,3,6.0,27.0,36.0,21.0,30.0,9.0,1
2021-06-01,CD,CD,CD,CL,4,3+,8.0,17.0,26.0,9.0,18.0,9.0,1
2021-05-01,CD,CD,CD,CC,5,3+,6.0,28.0,28.0,22.0,22.0,0.0,1
2021-05-01,CD,CL,CC,CL,5,3+,8.0,26.0,26.0,18.0,18.0,0.0,1
2021-05-01,CD,CD,CD,CD,4,3+,5.0,5.0,6.0,0.0,1.0,1.0,1
2021-05-01,CD,CL,CL,CL,5,3+,8.0,15.0,20.0,7.0,12.0,5.0,1
2021-05-01,CD,CD,CD,CD,5,3+,11.0,21.0,34.0,10.0,23.0,13.0,1
2021-05-01,CD,CD,CD,CD,3,3,9.0,12.0,20.0,3.0,11.0,8.0,1
2021-05-01,CD,CD,CD,CD,3,3,23.0,29.0,30.0,6.0,7.0,1.0,2
2021-05-01,CD,CL,CL,CL,5,3+,10.0,14.0,19.0,4.0,9.0,5.0,1
2021-05-01,CD,CD,TW,CD,3,3,11.0,23.0,35.0,12.0,24.0,12.0,1
2021-05-01,CD,CL,CL,CD,5,3+,3.0,13.0,13.0,10.0,10.0,0.0,1
2021-05-01,CD,CD,CC,NC,2,2,13.0,24.0,,11.0,,,1
2021-05-01,CD,CD,CD,CD,6,3+,2.0,4.0,7.0,2.0,5.0,3.0,1
2021-05-01,CD,CD,CD,CD,6,3+,5.0,8.0,16.0,3.0,11.0,8.0,1
2021-05-01,CD,CD,CD,CD,3,3,8.0,19.0,24.0,11.0,16.0,5.0,1
2021-05-01,CD,CL,CD,CD,4,3+,23.0,28.0,29.0,5.0,6.0,1.0,1
2021-05-01,CD,CD,CD,CC,4,3+,11.0,29.0,29.0,18.0,18.0,0.0,1
2021-05-01,CD,CD,CD,CD,4,3+,14.0,32.0,34.0,18.0,20.0,2.0,1
2021-05-01,CD,CD,CL,TW,3,3,14.0,27.0,31.0,13.0,17.0,4.0,1
2021-05-01,CD,CD,CC,CD,5,3+,10.0,11.0,14.0,1.0,4.0,3.0,1
2021-05-01,CD,CD,CL,CL,3,3,10.0,25.0,41.0,15.0,31.0,16.0,1
2021-05-01,CD,CD,CD,CD,3,3,30.0,33.0,36.0,3.0,6.0,3.0,1
2021-05-01,CD,CC,CL,CD,3,3,0.0,14.0,30.0,14.0,30.0,16.0,1
2021-05-01,CD,CD,CD,CD,3,3,11.0,16.0,20.0,5.0,9.0,4.0,1
2021-05-01,CD,CD,CD,CD,3,3,6.0,11.0,27.0,5.0,21.0,16.0,1
2021-05-01,CD,CD,CD,CL,3,3,8.0,26.0,41.0,18.0,33.0,15.0,1
2021-05-01,CD,CD,CD,CL,4,3+,6.0,12.0,20.0,6.0,14.0,8.0,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,24.0,26.0,19.0,21.0,2.0,1
2021-05-01,CD,CD,CL,NC,2,2,1.0,19.0,,18.0,,,2
2021-05-01,CD,CD,CD,CD,3,3,13.0,20.0,33.0,7.0,20.0,13.0,1
2021-05-01,CD,CD,CD,CD,5,3+,2.0,8.0,28.0,6.0,26.0,20.0,1
2021-05-01,CD,CD,CL,NC,2,2,36.0,39.0,,3.0,,,1
2021-05-01,CD,CD,CD,CL,5,3+,8.0,12.0,15.0,4.0,7.0,3.0,1
2021-05-01,CD,CD,CL,CC,3,3,13.0,19.0,25.0,6.0,12.0,6.0,1
2021-05-01,CD,CD,CD,CL,8,3+,12.0,14.0,19.0,2.0,7.0,5.0,1
2021-05-01,CD,CC,CL,CL,4,3+,7.0,8.0,30.0,1.0,23.0,22.0,1
2021-05-01,CD,CD,CD,CD,5,3+,18.0,28.0,34.0,10.0,16.0,6.0,1
2021-05-01,CD,CD,TW,NC,2,2,13.0,34.0,,21.0,,,1
2021-05-01,CD,CD,CD,CD,3,3,11.0,23.0,36.0,12.0,25.0,13.0,1
2021-05-01,CD,CD,CD,CC,5,3+,8.0,14.0,14.0,6.0,6.0,0.0,1
2021-05-01,CD,CL,CL,CL,3,3,8.0,25.0,37.0,17.0,29.0,12.0,1
2021-05-01,CD,CD,CC,NC,2,2,23.0,29.0,,6.0,,,2
2021-05-01,TW,CD,CD,CD,7,3+,12.0,17.0,22.0,5.0,10.0,5.0,1
2021-05-01,CD,CD,CD,CD,5,3+,8.0,19.0,23.0,11.0,15.0,4.0,1
2021-05-01,CD,CD,CD,NC,2,2,24.0,26.0,,2.0,,,3
2021-05-01,CD,CD,CD,CD,3,3,6.0,12.0,23.0,6.0,17.0,11.0,1
2021-05-01,TW,CD,CL,NC,2,2,12.0,17.0,,5.0,,,1
2021-05-01,CD,TW,CD,NC,2,2,7.0,35.0,,28.0,,,1
2021-05-01,CD,CL,CD,CL,3,3,11.0,19.0,34.0,8.0,23.0,15.0,1
2021-05-01,CD,CC,CL,NC,2,2,12.0,18.0,,6.0,,,1
2021-05-01,CD,CD,CL,NC,2,2,9.0,22.0,,13.0,,,2
2021-05-01,CD,CD,TW,HPL,3,3,35.0,37.0,37.0,2.0,2.0,0.0,1
2021-05-01,CD,CL,CD,CD,4,3+,7.0,31.0,35.0,24.0,28.0,4.0,1
2021-05-01,CD,CD,CD,CL,3,3,14.0,26.0,39.0,12.0,25.0,13.0,1
2021-05-01,CD,CD,CD,CC,4,3+,4.0,21.0,33.0,17.0,29.0,12.0,1
2021-05-01,CD,CD,CL,CL,3,3,5.0,23.0,29.0,18.0,24.0,6.0,1
2021-05-01,CD,CC,HPL,CC,3,3,25.0,29.0,29.0,4.0,4.0,0.0,1
2021-05-01,CD,CD,CL,NC,2,2,13.0,21.0,,8.0,,,1
2021-05-01,CD,CL,CD,CL,3,3,12.0,23.0,40.0,11.0,28.0,17.0,1
2021-05-01,CD,CD,HPL,CD,3,3,27.0,35.0,35.0,8.0,8.0,0.0,1
2021-05-01,CD,CD,CD,CD,3,3,12.0,18.0,25.0,6.0,13.0,7.0,1
2021-05-01,CD,CD,CL,NC,2,2,12.0,18.0,,6.0,,,2
2021-05-01,CD,CD,CC,CD,3,3,14.0,15.0,26.0,1.0,12.0,11.0,1
2021-05-01,CD,CD,CD,CD,3,3,11.0,16.0,32.0,5.0,21.0,16.0,2
2021-05-01,CD,CD,CD,CC,4,3+,12.0,17.0,18.0,5.0,6.0,1.0,1
2021-05-01,CD,CD,CL,TW,4,3+,13.0,16.0,22.0,3.0,9.0,6.0,1
2021-05-01,CD,CD,CC,CD,3,3,7.0,7.0,11.0,0.0,4.0,4.0,2
2021-05-01,CD,CL,CD,CL,5,3+,5.0,19.0,23.0,14.0,18.0,4.0,1
2021-05-01,CD,CD,CC,TW,3,3,13.0,36.0,36.0,23.0,23.0,0.0,1
2021-05-01,CD,CD,TW,NC,2,2,5.0,40.0,,35.0,,,1
2021-05-01,CD,CL,CD,CL,4,3+,8.0,12.0,14.0,4.0,6.0,2.0,1
2021-05-01,CD,CL,CL,CL,3,3,10.0,26.0,39.0,16.0,29.0,13.0,1
2021-05-01,CD,CD,CD,CD,4,3+,5.0,20.0,32.0,15.0,27.0,12.0,1
2021-05-01,CD,CD,CD,CC,7,3+,10.0,18.0,18.0,8.0,8.0,0.0,1
2021-05-01,CD,CD,CD,CL,3,3,29.0,30.0,36.0,1.0,7.0,6.0,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,7.0,28.0,2.0,23.0,21.0,1
2021-05-01,CD,CD,CL,CD,8,3+,6.0,29.0,30.0,23.0,24.0,1.0,1
2021-05-01,CD,CC,CD,NC,2,2,0.0,1.0,,1.0,,,2
2021-05-01,CD,CL,CC,CD,3,3,9.0,22.0,37.0,13.0,28.0,15.0,1
2021-05-01,CD,CD,TW,NC,2,2,13.0,32.0,,19.0,,,1
2021-05-01,CD,CD,CD,CD,4,3+,9.0,14.0,29.0,5.0,20.0,15.0,1
2021-05-01,CD,CD,CC,NC,2,2,22.0,38.0,,16.0,,,1
2021-05-01,CD,CC,CD,NC,2,2,13.0,37.0,,24.0,,,1
2021-05-01,CD,CD,CD,CL,3,3,2.0,8.0,35.0,6.0,33.0,27.0,1
2021-05-01,CD,CL,CL,NC,2,2,13.0,19.0,,6.0,,,3
2021-05-01,CD,CD,HPL,NC,2,2,36.0,40.0,,4.0,,,1
2021-05-01,CD,CD,CL,CL,3,3,6.0,31.0,34.0,25.0,28.0,3.0,1
2021-05-01,CD,CD,CD,CD,3,3,4.0,8.0,32.0,4.0,28.0,24.0,1
2021-05-01,CD,CD,CD,CD,4,3+,12.0,21.0,26.0,9.0,14.0,5.0,1
2021-05-01,CD,CD,CD,HPL,3,3,8.0,16.0,39.0,8.0,31.0,23.0,1
2021-05-01,TW,CD,CD,NC,2,2,5.0,37.0,,32.0,,,1
2021-05-01,CD,CD,CD,CD,6,3+,11.0,17.0,22.0,6.0,11.0,5.0,1
2021-05-01,CD,CC,CD,CL,3,3,5.0,7.0,24.0,2.0,19.0,17.0,1
2021-05-01,CD,CL,CL,CD,3,3,11.0,16.0,22.0,5.0,11.0,6.0,1
2021-05-01,CD,CD,CD,CC,3,3,7.0,12.0,15.0,5.0,8.0,3.0,1
2021-05-01,CD,CD,CC,CD,3,3,3.0,3.0,10.0,0.0,7.0,7.0,1
2021-05-01,CD,CD,TW,CD,5,3+,13.0,14.0,23.0,1.0,10.0,9.0,1
2021-05-01,CD,CD,CL,NC,2,2,7.0,28.0,,21.0,,,1
2021-05-01,CD,CD,CD,CD,5,3+,4.0,9.0,19.0,5.0,15.0,10.0,1
2021-05-01,CD,CC,CD,NC,2,2,0.0,27.0,,27.0,,,2
2021-05-01,CD,CD,CD,CD,3,3,6.0,17.0,22.0,11.0,16.0,5.0,1
2021-05-01,CD,CL,CC,CL,4,3+,5.0,23.0,24.0,18.0,19.0,1.0,1
2021-05-01,CD,CD,CD,CD,3,3,6.0,37.0,38.0,31.0,32.0,1.0,1
2021-05-01,CD,CD,CD,CD,4,3+,4.0,9.0,17.0,5.0,13.0,8.0,1
2021-05-01,CD,TW,CC,CL,4,3+,5.0,12.0,12.0,7.0,7.0,0.0,1
2021-05-01,CD,CD,CD,CD,3,3,13.0,26.0,33.0,13.0,20.0,7.0,1
2021-05-01,CD,CD,CD,CC,3,3,18.0,21.0,21.0,3.0,3.0,0.0,1
2021-05-01,CD,CD,CC,CL,3,3,24.0,36.0,36.0,12.0,12.0,0.0,1
2021-05-01,CD,CD,CD,CD,4,3+,8.0,14.0,23.0,6.0,15.0,9.0,2
2021-05-01,CD,CC,CC,NC,2,2,17.0,29.0,,12.0,,,1
2021-05-01,CD,CD,CD,CD,3,3,12.0,16.0,21.0,4.0,9.0,5.0,1
2021-05-01,CD,CD,CD,CD,3,3,14.0,22.0,27.0,8.0,13.0,5.0,1
2021-05-01,CD,CD,HPL,CD,4,3+,23.0,39.0,39.0,16.0,16.0,0.0,1
2021-05-01,CD,CD,CD,HPL,3,3,6.0,38.0,38.0,32.0,32.0,0.0,2
2021-05-01,CD,CC,CL,CC,5,3+,8.0,12.0,19.0,4.0,11.0,7.0,1
2021-05-01,CD,CL,CL,CL,4,3+,11.0,18.0,26.0,7.0,15.0,8.0,1
2021-05-01,CD,CD,CD,CD,6,3+,12.0,17.0,24.0,5.0,12.0,7.0,1
2021-05-01,CD,CC,CL,CL,3,3,0.0,13.0,22.0,13.0,22.0,9.0,1
2021-05-01,CD,CD,CD,NC,2,2,2.0,31.0,,29.0,,,3
2021-05-01,CD,CL,CC,CL,3,3,14.0,30.0,38.0,16.0,24.0,8.0,1
2021-05-01,CD,CD,CD,CD,3,3,5.0,11.0,35.0,6.0,30.0,24.0,3
2021-05-01,CD,CD,CD,CL,3,3,11.0,12.0,21.0,1.0,10.0,9.0,1
2021-05-01,CD,CD,CL,NC,2,2,24.0,31.0,,7.0,,,1
2021-05-01,CD,CD,CL,TW,4,3+,4.0,6.0,18.0,2.0,14.0,12.0,1
2021-05-01,CD,CD,CD,CD,3,3,9.0,24.0,33.0,15.0,24.0,9.0,1
2021-05-01,CD,CD,CD,CD,3,3,18.0,23.0,30.0,5.0,12.0,7.0,1
2021-05-01,CD,CD,CD,CD,6,3+,13.0,19.0,22.0,6.0,9.0,3.0,1
2021-05-01,CD,CD,CD,CC,4,3+,9.0,16.0,16.0,7.0,7.0,0.0,1
2021-05-01,CD,CL,CL,NC,2,2,17.0,27.0,,10.0,,,2
2021-05-01,CD,CL,CL,CL,3,3,6.0,23.0,37.0,17.0,31.0,14.0,1
2021-05-01,CD,CD,CD,CD,4,3+,17.0,20.0,23.0,3.0,6.0,3.0,1
2021-06-01,CL,CD,CC,CL,5,3+,14.0,17.0,17.0,3.0,3.0,0.0,1
2021-05-01,CD,CD,CD,CD,3,3,17.0,31.0,41.0,14.0,24.0,10.0,1
2021-05-01,CD,CD,CD,CD,3,3,15.0,23.0,33.0,8.0,18.0,10.0,2
2021-05-01,CD,CD,CD,CD,5,3+,7.0,7.0,23.0,0.0,16.0,16.0,1
2021-05-01,CD,CD,CL,CC,5,3+,9.0,14.0,22.0,5.0,13.0,8.0,1
2021-05-01,CD,CD,CD,CD,3,3,6.0,31.0,37.0,25.0,31.0,6.0,1
2021-05-01,CD,CD,CC,CD,3,3,13.0,13.0,21.0,0.0,8.0,8.0,1
2021-05-01,CD,CD,CD,NC,2,2,25.0,41.0,,16.0,,,1
